Order ID,Order Date,Product Category,Product Name,Region,Sales,Profit,Quantity,Customer Segment
CA-2025-100854,2024-06-18,Furniture,Adjustable Side Table,East,827.29,-16.75,8,Corporate
CA-2024-100863,2024-06-18,Furniture,5-Shelf Bookshelf,South,364.74,-19.06,2,Corporate
CA-2024-100512,2024-06-19,Technology,Logitech MX Master 3 Mouse,West,838.29,265.02,7,Home Office
CA-2025-100142,2024-06-19,Furniture,Standing Desk,East,2470.01,45.89,5,Corporate
CA-2025-100204,2024-06-21,Technology,Logitech MX Master 3 Mouse,West,831.02,278.6,7,Home Office
CA-2025-100724,2024-06-21,Furniture,Standing Desk,North,2037.76,45.63,4,Corporate
CA-2024-100760,2024-06-22,Office Supplies,Stainless Steel Scissors,West,37.34,9.58,5,Consumer
CA-2024-101027,2024-06-23,Furniture,Solid Wood Coffee Table,North,1657.5,134.83,7,Home Office
CA-2024-100408,2024-06-24,Furniture,Leather Executive Sofa,West,7738.93,673.77,7,Consumer
CA-2025-101101,2024-06-24,Furniture,Solid Wood Coffee Table,West,1060.66,74.34,4,Consumer
CA-2025-100577,2024-06-26,Office Supplies,Stainless Steel Scissors,North,14.4,3.53,2,Home Office
CA-2025-100246,2024-06-26,Furniture,Adjustable Side Table,East,102.32,-2.09,1,Home Office
CA-2024-100828,2024-06-26,Office Supplies,Multi-color Sticky Notes (5-pack),West,40.1,9.82,4,Consumer
CA-2025-100729,2024-06-28,Office Supplies,Heavy Duty 3-Ring Binder,West,34.55,5.54,2,Home Office
CA-2024-100398,2024-07-01,Technology,Dell XPS 13 Laptop,North,3636.17,987.42,3,Consumer
CA-2025-100573,2024-07-01,Technology,Logitech MX Master 3 Mouse,North,1147.6,153.42,4,Corporate
CA-2024-100115,2024-07-02,Furniture,Ergonomic Office Chair,West,1462.07,67.41,5,Corporate
CA-2025-100889,2024-07-03,Furniture,Leather Executive Sofa,South,4186.89,474.37,4,Consumer
CA-2024-100857,2024-07-03,Technology,Apple iPad Air,East,1547.17,455.04,2,Home Office
CA-2025-100667,2024-07-03,Furniture,Ergonomic Office Chair,South,1665.78,87.8,5,Home Office
CA-2024-100659,2024-07-06,Office Supplies,Premium Printer Paper (Ream),North,125.47,17.61,7,Home Office
CA-2025-100718,2024-07-06,Office Supplies,Desktop Stapler,West,125.72,24.84,5,Corporate
CA-2025-100111,2024-07-07,Office Supplies,Stainless Steel Scissors,East,7.32,1.94,1,Home Office
CA-2025-100999,2024-07-07,Furniture,Adjustable Side Table,North,488.23,-10.74,5,Consumer
CA-2025-100970,2024-07-08,Furniture,Leather Executive Sofa,North,3087.83,269.93,3,Consumer
CA-2025-100162,2024-07-08,Furniture,Leather Executive Sofa,West,8873.13,814.44,8,Consumer
CA-2024-100012,2024-07-09,Technology,Netgear Wireless Router,West,652.78,112.53,4,Consumer
CA-2025-101193,2024-07-09,Office Supplies,Desktop Stapler,North,22.31,4.57,1,Corporate
CA-2025-100818,2024-07-09,Office Supplies,Gel Pens (12-pack),North,24.14,5.43,2,Consumer
CA-2024-101047,2024-07-09,Technology,Dell XPS 13 Laptop,South,7990.02,2264.75,7,Corporate
CA-2024-100579,2024-07-11,Furniture,Standing Desk,North,2319.59,44.38,5,Home Office
CA-2025-101000,2024-07-11,Furniture,5-Shelf Bookshelf,South,1546.51,-87.38,8,Home Office
CA-2024-100310,2024-07-11,Furniture,Ergonomic Office Chair,South,587.07,25.94,2,Corporate
CA-2025-100946,2024-07-11,Technology,Netgear Wireless Router,North,448.68,79.53,3,Consumer
CA-2025-100479,2024-07-11,Office Supplies,Gel Pens (12-pack),West,12.52,3.4,1,Consumer
CA-2025-101084,2024-07-12,Office Supplies,Premium Printer Paper (Ream),East,79.45,10.44,4,Consumer
CA-2024-100467,2024-07-12,Office Supplies,Desktop Stapler,North,74.3,15.7,3,Corporate
CA-2025-100956,2024-07-12,Furniture,Adjustable Side Table,South,189.76,-3.84,2,Consumer
CA-2024-100801,2024-07-13,Office Supplies,Premium Printer Paper (Ream),North,91.56,12.29,5,Corporate
CA-2025-100499,2024-07-16,Furniture,Standing Desk,North,2353.15,42.91,5,Consumer
CA-2024-100976,2024-07-16,Technology,Dell XPS 13 Laptop,East,6247.17,1700.4,5,Corporate
CA-2025-100918,2024-07-17,Technology,HP EliteBook Laptop,East,7107.32,1421.5,7,Corporate
CA-2025-100589,2024-07-21,Office Supplies,Multi-color Sticky Notes (5-pack),South,9.35,2.05,1,Corporate
CA-2024-100203,2024-07-21,Office Supplies,Multi-color Sticky Notes (5-pack),North,37.26,8.49,4,Consumer
CA-2024-100934,2024-07-21,Furniture,Solid Wood Coffee Table,North,1653.18,141.02,7,Consumer
CA-2024-100556,2024-07-22,Office Supplies,Heavy Duty 3-Ring Binder,West,130.67,21.46,8,Corporate
CA-2024-100896,2024-07-23,Technology,Dell XPS 13 Laptop,East,1147.6,285.51,1,Home Office
CA-2024-100250,2024-07-23,Office Supplies,Premium Printer Paper (Ream),East,80.1,13.55,4,Home Office
CA-2025-100303,2024-07-23,Furniture,Standing Desk,South,3291.61,74.28,7,Corporate
CA-2024-100191,2024-07-24,Technology,Netgear Wireless Router,North,486.55,102.98,3,Consumer
CA-2025-101032,2024-07-25,Furniture,Adjustable Side Table,South,97.99,-1.98,1,Home Office
CA-2024-101180,2024-07-25,Technology,HP EliteBook Laptop,North,7667.58,1528.55,7,Consumer
CA-2024-100469,2024-07-26,Technology,Apple iPad Air,South,5658.39,1373.25,8,Corporate
CA-2024-101126,2024-07-27,Office Supplies,Gel Pens (12-pack),South,50.72,12.56,4,Consumer
CA-2024-100255,2024-07-30,Office Supplies,Gel Pens (12-pack),West,37.03,10.39,3,Corporate
CA-2024-100442,2024-07-31,Office Supplies,Heavy Duty 3-Ring Binder,West,91.56,14.65,6,Home Office
CA-2025-100781,2024-07-31,Technology,Apple iPad Air,South,2115.57,514.29,3,Corporate
CA-2024-101067,2024-07-31,Office Supplies,Gel Pens (12-pack),East,11.68,3.34,1,Home Office
CA-2024-100324,2024-08-02,Technology,Dell XPS 13 Laptop,East,7058.1,1556.92,7,Consumer
CA-2025-101192,2024-08-02,Technology,Netgear Wireless Router,West,805.3,155.21,6,Home Office
CA-2025-101167,2024-08-03,Furniture,Solid Wood Coffee Table,North,1769.85,144.04,8,Consumer
CA-2024-100229,2024-08-03,Technology,Apple iPad Air,East,603.52,163.76,1,Corporate
CA-2024-100164,2024-08-04,Technology,HP EliteBook Laptop,South,3996.29,912.74,4,Home Office
CA-2025-100202,2024-08-04,Furniture,Adjustable Side Table,West,414.16,-7.49,5,Consumer
CA-2025-101014,2024-08-04,Technology,Netgear Wireless Router,East,729.74,161.74,5,Corporate
CA-2024-100360,2024-08-04,Technology,Dell XPS 13 Laptop,North,1002.67,221.84,1,Consumer
CA-2024-100843,2024-08-05,Technology,Logitech MX Master 3 Mouse,West,107.56,36.09,1,Consumer
CA-2024-100898,2024-08-06,Office Supplies,Heavy Duty 3-Ring Binder,North,88.65,16.74,6,Consumer
CA-2024-100980,2024-08-07,Furniture,Leather Executive Sofa,North,6512.08,642.39,7,Consumer
CA-2024-100842,2024-08-07,Office Supplies,Stainless Steel Scissors,North,54.94,14.28,8,Home Office
CA-2024-100731,2024-08-08,Furniture,Adjustable Side Table,South,428.88,-7.66,5,Home Office
CA-2024-100149,2024-08-08,Furniture,Standing Desk,West,448.52,8.32,1,Corporate
CA-2025-100707,2024-08-09,Office Supplies,Desktop Stapler,East,22.16,4.36,1,Consumer
CA-2024-100498,2024-08-09,Furniture,Ergonomic Office Chair,East,565.26,31.99,2,Consumer
CA-2025-100683,2024-08-09,Furniture,Leather Executive Sofa,North,5053.2,494.56,5,Consumer
CA-2024-101068,2024-08-09,Technology,Apple iPad Air,South,700.7,183.91,1,Corporate
CA-2024-100738,2024-08-12,Technology,Apple iPad Air,East,3876.38,1052.78,6,Home Office
CA-2024-100941,2024-08-13,Furniture,Standing Desk,East,2926.31,64.29,7,Corporate
CA-2024-100415,2024-08-13,Technology,Anker USB-C Hub,West,91.79,26.07,2,Corporate
CA-2025-100433,2024-08-13,Office Supplies,Premium Printer Paper (Ream),East,122.42,19.42,8,Consumer
CA-2024-100709,2024-08-16,Furniture,Adjustable Side Table,South,163.81,-2.92,2,Home Office
CA-2025-100027,2024-08-17,Office Supplies,Heavy Duty 3-Ring Binder,East,40.85,7.29,3,Consumer
CA-2024-100922,2024-08-18,Office Supplies,Desktop Stapler,East,137.75,24.99,7,Home Office
CA-2024-100627,2024-08-18,Office Supplies,Heavy Duty 3-Ring Binder,South,54.38,8.86,4,Home Office
CA-2024-100309,2024-08-18,Furniture,5-Shelf Bookshelf,South,960.61,-47.83,6,Consumer
CA-2024-100785,2024-08-19,Office Supplies,Heavy Duty 3-Ring Binder,West,44.93,7.54,3,Home Office
CA-2024-100650,2024-08-20,Furniture,Adjustable Side Table,North,404.47,-8.35,5,Consumer
CA-2024-100867,2024-08-20,Office Supplies,Multi-color Sticky Notes (5-pack),South,34.51,8.07,4,Corporate
CA-2024-100535,2024-08-20,Furniture,Adjustable Side Table,East,81.68,-1.45,1,Home Office
CA-2024-100143,2024-08-21,Office Supplies,Multi-color Sticky Notes (5-pack),East,68.52,16.97,8,Consumer
CA-2024-100959,2024-08-21,Office Supplies,Premium Printer Paper (Ream),West,81.1,11.58,5,Home Office
CA-2025-100900,2024-08-21,Furniture,Adjustable Side Table,South,511.93,-10.07,6,Home Office
CA-2025-100369,2024-08-21,Technology,Apple iPad Air,South,4224.71,1162.54,6,Home Office
CA-2025-100228,2024-08-21,Furniture,5-Shelf Bookshelf,North,872.73,-47.31,5,Home Office
CA-2025-100678,2024-08-21,Technology,Apple iPad Air,North,3139.02,813.26,5,Corporate
CA-2025-100623,2024-08-22,Office Supplies,Heavy Duty 3-Ring Binder,South,79.22,15.75,6,Corporate
CA-2025-100402,2024-08-23,Office Supplies,Heavy Duty 3-Ring Binder,North,98.26,19.3,7,Corporate
CA-2024-100527,2024-08-25,Technology,Anker USB-C Hub,South,189.06,61.97,4,Corporate
CA-2025-100557,2024-08-25,Furniture,Adjustable Side Table,South,530.34,-9.96,6,Corporate
CA-2024-100481,2024-08-25,Technology,Anker USB-C Hub,West,261.1,69.66,6,Home Office
CA-2024-100046,2024-08-25,Furniture,Adjustable Side Table,South,747.33,-15.74,8,Home Office
CA-2024-100155,2024-08-26,Office Supplies,Gel Pens (12-pack),South,46.02,10.96,4,Corporate
CA-2025-100434,2024-08-26,Technology,Logitech MX Master 3 Mouse,North,683.97,270.79,4,Consumer
CA-2024-100935,2024-08-28,Technology,HP EliteBook Laptop,South,3970.55,900.61,4,Home Office
CA-2024-100855,2024-08-28,Furniture,Adjustable Side Table,South,755.06,-16.15,8,Consumer
CA-2025-100181,2024-08-28,Technology,Dell XPS 13 Laptop,East,3532.87,957.28,3,Home Office
CA-2025-100811,2024-08-29,Furniture,Solid Wood Coffee Table,East,615.54,54.28,3,Consumer
CA-2024-100064,2024-08-29,Technology,HP EliteBook Laptop,West,1771.84,421.71,2,Home Office
CA-2024-100882,2024-08-31,Office Supplies,Heavy Duty 3-Ring Binder,East,105.7,21.42,8,Home Office
CA-2024-100158,2024-08-31,Furniture,5-Shelf Bookshelf,East,1176.46,-45.61,6,Home Office
CA-2024-100822,2024-08-31,Furniture,Leather Executive Sofa,East,3063.26,319.5,3,Home Office
CA-2025-100786,2024-09-01,Technology,HP EliteBook Laptop,North,5955.62,1161.73,6,Home Office
CA-2025-100277,2024-09-01,Office Supplies,Gel Pens (12-pack),West,62.87,16.63,6,Corporate
CA-2024-100691,2024-09-02,Technology,Anker USB-C Hub,East,175.47,45.41,4,Home Office
CA-2024-100791,2024-09-02,Furniture,5-Shelf Bookshelf,North,882.75,-46.73,5,Consumer
CA-2025-100186,2024-09-03,Furniture,5-Shelf Bookshelf,West,1214.73,-53.06,7,Home Office
CA-2025-100704,2024-09-04,Furniture,5-Shelf Bookshelf,East,159.82,-7.29,1,Home Office
CA-2025-100009,2024-09-05,Furniture,Leather Executive Sofa,East,5877.53,581.94,6,Home Office
CA-2025-100644,2024-09-06,Technology,Netgear Wireless Router,South,565.13,124.82,4,Home Office
CA-2024-100768,2024-09-07,Furniture,Ergonomic Office Chair,North,1652.23,80.9,6,Consumer
CA-2025-100975,2024-09-07,Furniture,Solid Wood Coffee Table,South,1605.25,139.02,7,Corporate
CA-2024-101189,2024-09-07,Office Supplies,Heavy Duty 3-Ring Binder,North,52.83,8.18,4,Home Office
CA-2024-100105,2024-09-07,Office Supplies,Heavy Duty 3-Ring Binder,South,13.5,2.79,1,Home Office
CA-2025-101145,2024-09-08,Technology,Anker USB-C Hub,West,141.1,42.24,3,Home Office
CA-2025-100117,2024-09-09,Office Supplies,Heavy Duty 3-Ring Binder,North,44.65,7.59,3,Corporate
CA-2024-100253,2024-09-10,Office Supplies,Premium Printer Paper (Ream),South,16.14,2.31,1,Home Office
CA-2024-100334,2024-09-10,Technology,Anker USB-C Hub,East,86.0,22.08,2,Consumer
CA-2024-100634,2024-09-11,Furniture,Ergonomic Office Chair,North,789.27,35.23,3,Corporate
CA-2024-100762,2024-09-12,Office Supplies,Heavy Duty 3-Ring Binder,South,29.05,5.47,2,Consumer
CA-2024-100685,2024-09-12,Furniture,Solid Wood Coffee Table,East,1608.55,133.46,7,Home Office
CA-2024-100194,2024-09-14,Technology,Netgear Wireless Router,West,897.51,182.01,6,Home Office
CA-2025-100290,2024-09-14,Technology,Dell XPS 13 Laptop,East,4741.18,1234.4,4,Home Office
CA-2024-100291,2024-09-16,Furniture,Leather Executive Sofa,South,5742.73,622.64,6,Corporate
CA-2025-100077,2024-09-16,Technology,Anker USB-C Hub,North,255.85,83.65,6,Consumer
CA-2025-100342,2024-09-17,Office Supplies,Heavy Duty 3-Ring Binder,North,100.24,16.67,7,Consumer
CA-2025-100796,2024-09-18,Office Supplies,Gel Pens (12-pack),South,58.23,15.18,5,Home Office
CA-2024-100289,2024-09-18,Office Supplies,Multi-color Sticky Notes (5-pack),South,35.5,8.23,4,Home Office
CA-2025-100214,2024-09-20,Technology,Dell XPS 13 Laptop,East,4565.44,1078.32,4,Consumer
CA-2025-101073,2024-09-22,Office Supplies,Multi-color Sticky Notes (5-pack),West,34.01,6.75,4,Consumer
CA-2024-100776,2024-09-22,Furniture,5-Shelf Bookshelf,West,1405.16,-64.05,8,Consumer
CA-2024-100925,2024-09-23,Technology,Dell XPS 13 Laptop,East,8740.49,2102.43,8,Home Office
CA-2024-100099,2024-09-24,Office Supplies,Premium Printer Paper (Ream),East,78.65,12.46,5,Consumer
CA-2024-100219,2024-09-24,Technology,Apple iPad Air,East,3243.88,803.93,5,Consumer
CA-2024-101093,2024-09-25,Office Supplies,Desktop Stapler,North,153.17,28.74,7,Home Office
CA-2025-100288,2024-09-25,Technology,Netgear Wireless Router,East,929.81,196.16,6,Corporate
CA-2025-100208,2024-09-26,Office Supplies,Multi-color Sticky Notes (5-pack),West,53.99,13.3,6,Home Office
CA-2025-100717,2024-09-27,Office Supplies,Desktop Stapler,West,130.89,26.59,6,Corporate
CA-2025-101140,2024-09-27,Office Supplies,Unknown Product,South,41.12,8.53,6,Home Office
CA-2024-100861,2024-09-29,Office Supplies,Desktop Stapler,West,68.25,13.22,3,Consumer
CA-2025-100693,2024-09-29,Office Supplies,Premium Printer Paper (Ream),South,81.12,11.54,5,Consumer
CA-2024-100860,2024-09-29,Furniture,Solid Wood Coffee Table,West,673.53,47.45,3,Corporate
CA-2024-100509,2024-09-30,Technology,Apple iPad Air,South,1303.52,333.46,2,Corporate
CA-2024-100017,2024-09-30,Technology,Anker USB-C Hub,South,186.92,55.41,4,Corporate
CA-2025-100401,2024-10-01,Office Supplies,Desktop Stapler,East,178.85,34.65,8,Consumer
CA-2025-100612,2024-10-02,Technology,Logitech MX Master 3 Mouse,North,1147.6,266.11,6,Consumer
CA-2025-100234,2024-10-02,Technology,Anker USB-C Hub,East,44.46,12.71,1,Consumer
CA-2025-100804,2024-10-03,Technology,Apple iPad Air,South,1862.46,590.78,3,Corporate
CA-2024-100225,2024-10-03,Technology,Netgear Wireless Router,South,432.33,73.75,3,Consumer
CA-2025-101015,2024-10-03,Furniture,5-Shelf Bookshelf,West,1258.16,-62.74,8,Home Office
CA-2024-100538,2024-10-03,Furniture,Solid Wood Coffee Table,North,1557.56,138.17,7,Consumer
CA-2025-100995,2024-10-04,Office Supplies,Stainless Steel Scissors,West,41.39,9.4,6,Corporate
CA-2024-100962,2024-10-04,Office Supplies,Gel Pens (12-pack),West,23.84,6.5,2,Corporate
CA-2025-100144,2024-10-04,Technology,Netgear Wireless Router,East,415.12,83.42,3,Home Office
CA-2024-100273,2024-10-06,Technology,HP EliteBook Laptop,East,1805.93,379.46,2,Home Office
CA-2025-100384,2024-10-06,Office Supplies,Premium Printer Paper (Ream),North,77.47,12.45,5,Consumer
CA-2024-100881,2024-10-07,Furniture,Adjustable Side Table,North,188.72,-4.33,2,Consumer
CA-2025-101121,2024-10-08,Furniture,5-Shelf Bookshelf,East,165.81,-9.43,1,Corporate
CA-2025-100079,2024-10-08,Office Supplies,Heavy Duty 3-Ring Binder,South,46.62,7.49,3,Home Office
CA-2025-100239,2024-10-08,Office Supplies,Multi-color Sticky Notes (5-pack),East,46.84,10.43,5,Consumer
CA-2024-101057,2024-10-09,Furniture,Leather Executive Sofa,West,7429.93,658.8,7,Home Office
CA-2024-100403,2024-10-10,Technology,Dell XPS 13 Laptop,East,4346.39,1143.68,4,Consumer
CA-2024-100542,2024-10-10,Office Supplies,Multi-color Sticky Notes (5-pack),East,42.88,9.42,5,Consumer
CA-2024-100388,2024-10-11,Office Supplies,Multi-color Sticky Notes (5-pack),West,24.91,4.87,3,Consumer
CA-2024-100932,2024-10-12,Technology,Anker USB-C Hub,North,82.55,28.0,2,Corporate
CA-2025-100715,2024-10-14,Furniture,Adjustable Side Table,North,472.55,-9.37,5,Home Office
CA-2024-100304,2024-10-14,Technology,Dell XPS 13 Laptop,South,4748.2,1223.96,4,Consumer
CA-2024-100326,2024-10-15,Technology,Netgear Wireless Router,East,1138.15,233.73,8,Home Office
CA-2024-100887,2024-10-15,Technology,Apple iPad Air,North,3501.25,971.36,5,Corporate
CA-2025-100109,2024-10-16,Furniture,Leather Executive Sofa,North,8011.22,873.9,8,Corporate
CA-2024-100061,2024-10-17,Office Supplies,Stainless Steel Scissors,South,6.4,1.76,1,Home Office
CA-2024-100227,2024-10-18,Furniture,5-Shelf Bookshelf,South,1196.87,-59.19,7,Corporate
CA-2025-100233,2024-10-18,Office Supplies,Stainless Steel Scissors,North,18.95,4.02,3,Consumer
CA-2024-101038,2024-10-20,Office Supplies,Desktop Stapler,East,60.96,11.33,3,Corporate
CA-2024-100336,2024-10-21,Furniture,Ergonomic Office Chair,South,579.91,29.68,2,Home Office
CA-2025-100779,2024-10-21,Furniture,Solid Wood Coffee Table,West,217.49,17.24,1,Corporate
CA-2025-100516,2024-10-22,Technology,Dell XPS 13 Laptop,West,5717.15,1499.75,5,Home Office
CA-2025-101185,2024-10-22,Office Supplies,Premium Printer Paper (Ream),South,68.01,9.59,4,Consumer
CA-2024-100182,2024-10-24,Furniture,Adjustable Side Table,South,82.71,-1.47,1,Consumer
CA-2025-100756,2024-10-27,Technology,Dell XPS 13 Laptop,North,5900.07,1695.95,5,Consumer
CA-2025-100110,2024-10-29,Technology,HP EliteBook Laptop,West,7705.79,1920.81,8,Home Office
CA-2024-100772,2024-10-29,Furniture,Ergonomic Office Chair,West,582.33,31.07,2,Consumer
CA-2024-100687,2024-10-29,Office Supplies,Heavy Duty 3-Ring Binder,North,14.13,2.32,1,Corporate
CA-2024-101197,2024-10-31,Technology,Logitech MX Master 3 Mouse,East,844.18,317.17,7,Home Office
CA-2025-100035,2024-10-31,Office Supplies,Desktop Stapler,East,87.17,16.2,4,Home Office
CA-2024-100344,2024-10-31,Technology,HP EliteBook Laptop,North,5061.21,1221.43,5,Corporate
CA-2025-100504,2024-11-01,Office Supplies,Desktop Stapler,East,29.62,6.5,1,Home Office
CA-2025-100453,2024-11-01,Furniture,Ergonomic Office Chair,North,2255.19,49.06,6,Consumer
CA-2024-100265,2024-11-02,Furniture,5-Shelf Bookshelf,East,1218.46,-54.01,5,Home Office
CA-2024-100444,2024-11-02,Technology,HP EliteBook Laptop,West,4315.01,927.09,3,Corporate
CA-2025-100454,2024-11-02,Furniture,Leather Executive Sofa,North,11116.84,1062.9,8,Corporate
CA-2024-100107,2024-11-03,Office Supplies,Gel Pens (12-pack),East,48.07,11.13,3,Corporate
CA-2025-100680,2024-11-03,Furniture,5-Shelf Bookshelf,West,252.4,-12.28,1,Home Office
CA-2024-100583,2024-11-03,Office Supplies,Stainless Steel Scissors,West,61.4,12.76,6,Consumer
CA-2024-100929,2024-11-04,Furniture,5-Shelf Bookshelf,East,1004.8,-49.61,4,Home Office
CA-2024-100362,2024-11-04,Furniture,Standing Desk,South,2035.08,40.03,3,Consumer
CA-2024-100890,2024-11-05,Technology,Netgear Wireless Router,North,1241.0,234.38,6,Consumer
CA-2024-100421,2024-11-06,Furniture,Solid Wood Coffee Table,West,1929.64,138.98,6,Corporate
CA-2024-100588,2024-11-06,Furniture,5-Shelf Bookshelf,South,1552.17,-88.59,5,Corporate
CA-2025-100856,2024-11-07,Office Supplies,Gel Pens (12-pack),East,66.09,16.23,4,Corporate
CA-2024-100449,2024-11-08,Office Supplies,Heavy Duty 3-Ring Binder,South,39.62,6.58,4,Consumer
CA-2025-100875,2024-11-08,Office Supplies,Premium Printer Paper (Ream),South,103.51,13.55,4,Home Office
CA-2024-100312,2024-11-09,Technology,Logitech MX Master 3 Mouse,South,479.37,165.56,3,Corporate
CA-2025-100908,2024-11-10,Office Supplies,Stainless Steel Scissors,West,77.93,11.495000000000001,8,Consumer
CA-2024-101041,2024-11-12,Furniture,Standing Desk,West,1308.76,25.47,2,Home Office
CA-2025-100436,2024-11-12,Office Supplies,Stainless Steel Scissors,North,39.22,9.99,4,Home Office
CA-2024-100141,2024-11-13,Office Supplies,Desktop Stapler,East,61.78,12.76,2,Consumer
CA-2024-100957,2024-11-13,Furniture,5-Shelf Bookshelf,North,453.78,-20.86,2,Consumer
CA-2024-101119,2024-11-13,Technology,Logitech MX Master 3 Mouse,North,1147.6,286.83,6,Home Office
CA-2024-100272,2024-11-14,Technology,Anker USB-C Hub,East,131.56,41.35,2,Corporate
CA-2024-100028,2024-11-14,Technology,Netgear Wireless Router,North,1597.2,290.53,7,Home Office
CA-2025-101040,2024-11-15,Furniture,Adjustable Side Table,North,1035.92,-18.97,8,Consumer
CA-2024-101181,2024-11-16,Office Supplies,Desktop Stapler,North,87.99,18.65,3,Consumer
CA-2024-100545,2024-11-16,Office Supplies,Stainless Steel Scissors,North,10.07,2.16,1,Corporate
CA-2024-100245,2024-11-18,Technology,Anker USB-C Hub,West,372.28,103.81,6,Consumer
CA-2025-100869,2024-11-18,Furniture,5-Shelf Bookshelf,South,2059.18,-97.04,8,Home Office
CA-2024-100755,2024-11-18,Furniture,Ergonomic Office Chair,East,833.11,41.32,2,Home Office
CA-2025-100668,2024-11-19,Office Supplies,Multi-color Sticky Notes (5-pack),East,24.24,6.01,2,Consumer
CA-2024-100352,2024-11-19,Office Supplies,Desktop Stapler,South,29.84,5.14,1,Consumer
CA-2024-100661,2024-11-21,Technology,Netgear Wireless Router,West,1274.17,285.53,6,Corporate
CA-2024-100459,2024-11-23,Technology,HP EliteBook Laptop,East,8002.09,1745.7,6,Home Office
CA-2024-100933,2024-11-23,Furniture,Adjustable Side Table,East,629.09,-12.86,5,Consumer
CA-2024-100177,2024-11-25,Office Supplies,Gel Pens (12-pack),East,67.81,16.16,4,Home Office
CA-2024-101142,2024-11-25,Technology,HP EliteBook Laptop,South,4035.04,871.54,3,Home Office
CA-2024-100084,2024-11-26,Office Supplies,Gel Pens (12-pack),North,77.32,18.19,5,Corporate
CA-2024-100615,2024-11-28,Office Supplies,Desktop Stapler,West,126.41,24.81,4,Corporate
CA-2025-101156,2024-11-28,Technology,HP EliteBook Laptop,North,11981.36,2244.42,8,Corporate
CA-2025-100465,2024-11-28,Technology,Anker USB-C Hub,North,320.24,83.31,5,Consumer
CA-2024-100640,2024-11-28,Furniture,Adjustable Side Table,West,821.32,-17.67,6,Home Office
CA-2024-100614,2024-11-29,Office Supplies,Desktop Stapler,South,240.41,55.11,8,Home Office
CA-2024-100830,2024-11-29,Technology,Netgear Wireless Router,South,888.6,171.99,4,Home Office
CA-2024-100090,2024-12-01,Office Supplies,Premium Printer Paper (Ream),South,148.54,22.35,6,Home Office
CA-2025-100757,2024-12-01,Technology,Anker USB-C Hub,West,129.03,34.01,2,Home Office
CA-2024-100355,2024-12-03,Technology,Anker USB-C Hub,South,188.9,49.0,3,Home Office
CA-2025-101034,2024-12-03,Office Supplies,Gel Pens (12-pack),North,86.48,22.69,5,Consumer
CA-2025-100120,2024-12-03,Furniture,5-Shelf Bookshelf,West,987.1,-44.58,4,Corporate
CA-2025-100603,2024-12-04,Furniture,Adjustable Side Table,North,397.67,-6.82,3,Consumer
CA-2024-101079,2024-12-05,Furniture,Ergonomic Office Chair,East,1159.74,60.42,3,Consumer
CA-2025-101144,2024-12-05,Furniture,Ergonomic Office Chair,North,2686.26,151.48,7,Corporate
CA-2024-100460,2024-12-05,Furniture,Adjustable Side Table,North,535.71,-9.39,4,Home Office
CA-2024-100859,2024-12-07,Office Supplies,Desktop Stapler,East,208.57,43.47,7,Home Office
CA-2025-100911,2024-12-08,Office Supplies,Unknown Product,South,25.04,5.9,2,Home Office
CA-2024-101128,2024-12-09,Office Supplies,Premium Printer Paper (Ream),North,77.97,10.79,3,Consumer
CA-2024-100146,2024-12-09,Technology,Anker USB-C Hub,North,261.24,89.22,4,Consumer
CA-2025-100493,2024-12-09,Technology,Netgear Wireless Router,West,1584.51,345.55,7,Corporate
CA-2025-100747,2024-12-11,Technology,Dell XPS 13 Laptop,West,8318.71,2322.74,5,Consumer
CA-2024-100899,2024-12-11,Technology,Apple iPad Air,East,6440.36,1765.03,7,Corporate
CA-2024-101074,2024-12-11,Furniture,Unknown Product,West,1280.37,-58.41,5,Home Office
CA-2024-100160,2024-12-12,Office Supplies,Multi-color Sticky Notes (5-pack),East,87.55,16.96,7,Home Office
CA-2024-100008,2024-12-12,Technology,Netgear Wireless Router,West,444.89,77.2,2,Consumer
CA-2024-100653,2024-12-12,Technology,Logitech MX Master 3 Mouse,West,161.85,63.73,1,Consumer
CA-2024-100329,2024-12-12,Technology,Netgear Wireless Router,East,1661.26,353.53,8,Corporate
CA-2025-100671,2024-12-13,Technology,Logitech MX Master 3 Mouse,West,1236.95,382.41,7,Home Office
CA-2025-100405,2024-12-14,Technology,Logitech MX Master 3 Mouse,South,995.82,468.37,8,Corporate
CA-2025-100060,2024-12-15,Technology,Logitech MX Master 3 Mouse,North,156.64,59.01,1,Home Office
CA-2025-100548,2024-12-15,Furniture,Ergonomic Office Chair,South,3386.16,183.16,8,Home Office
CA-2025-100800,2024-12-15,Technology,Netgear Wireless Router,South,639.74,118.97,3,Corporate
CA-2025-100412,2024-12-17,Office Supplies,Desktop Stapler,South,65.12,11.6,2,Consumer
CA-2024-100984,2024-12-17,Furniture,Standing Desk,North,691.68,14.82,1,Corporate
CA-2024-101123,2024-12-18,Furniture,Unknown Product,East,1717.64,142.32,5,Corporate
CA-2024-101037,2024-12-18,Furniture,Ergonomic Office Chair,North,895.23,45.57,2,Consumer
CA-2025-100094,2024-12-19,Technology,Logitech MX Master 3 Mouse,North,1361.29,511.8,8,Consumer
CA-2024-100939,2024-12-20,Office Supplies,Stainless Steel Scissors,West,28.31,7.73,3,Home Office
